date,Forecast_rain_sum,Historical_rain_sum,District Code,Cluster,State RSM,RSM Name,County/District,Zone,State Standard,Discount RSM,Lat,Long
2025-06-14,,0.1,652,South 2,TN,Tamil Nadu,Cuddalore,South 2,TN,Tamil Nadu,11.7480419,79.7713687
2025-06-15,,0.0,652,South 2,TN,Tamil Nadu,Cuddalore,South 2,TN,Tamil Nadu,11.7480419,79.7713687
2025-06-16,,0.0,652,South 2,TN,Tamil Nadu,Cuddalore,South 2,TN,Tamil Nadu,11.7480419,79.7713687
2025-06-17,,0.0,652,South 2,TN,Tamil Nadu,Cuddalore,South 2,TN,Tamil Nadu,11.7480419,79.7713687
2025-06-19,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-20,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-21,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-22,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-23,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-24,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-25,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-26,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-27,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-28,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-29,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-30,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-07-01,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-07-02,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-07-03,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-07-04,0.0,,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-14,,6.1,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-15,,1.4,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-16,,0.5,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-17,,0.9,653,South 2,TN,Tamil Nadu,Dharmapuri,South 2,TN,Tamil Nadu,12.1210997,78.1582143
2025-06-19,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-20,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-21,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-22,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-23,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-24,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-25,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-26,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-27,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-28,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-29,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-30,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-07-01,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-07-02,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-07-03,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-07-04,0.0,,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-14,,10.5,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-15,,13.4,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-16,,0.4,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-17,,0.0,654,South 2,TN,Tamil Nadu,Dindigul Quidemillet,South 2,TN,Tamil Nadu,10.3623794,77.9694579
2025-06-19,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-20,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-21,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-22,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-23,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-24,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-25,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-26,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-27,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-28,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-29,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-30,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-07-01,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-07-02,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-07-03,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-07-04,0.0,,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-14,,2.7,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-15,,2.5,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-16,,1.8,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-17,,0.4,655,South 2,TN,Tamil Nadu,Erode,South 2,TN,Tamil Nadu,11.3410364,77.7171642
2025-06-19,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-20,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-21,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-22,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-23,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-24,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-25,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-26,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-27,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-28,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-29,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-30,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-07-01,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-07-02,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-07-03,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-07-04,0.0,,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-14,,1.0,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-15,,2.6,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-16,,1.3,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-17,,0.2,658,South 2,TN,Tamil Nadu,Karur,South 2,TN,Tamil Nadu,10.9600778,78.0766036
2025-06-19,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-20,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-21,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-22,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-23,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-24,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-25,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-26,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-27,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-28,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-29,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-30,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-07-01,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-07-02,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-07-03,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-07-04,0.0,,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-14,,1.0,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-15,,0.0,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-16,,0.0,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-17,,0.5,656,South 2,TN,Tamil Nadu,Kanchipuram,South 2,TN,Tamil Nadu,12.818456,79.6946586
2025-06-19,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-20,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-21,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-22,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-23,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-24,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-25,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-26,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-27,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-28,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-29,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-30,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-07-01,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-07-02,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-07-03,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-07-04,0.0,,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-14,,3.2,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-15,,0.4,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-16,,0.0,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-17,,0.3,659,South 2,TN,Tamil Nadu,Chennai,South 2,TN,Tamil Nadu,12.9460669,80.200885
2025-06-19,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-20,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-21,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-22,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-23,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-24,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-25,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-26,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-27,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-28,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-29,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-30,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-07-01,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-07-02,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-07-03,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-07-04,0.0,,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-14,,0.8,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-15,,6.2,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-16,,0.0,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-17,,0.0,660,South 1,TN1,Kerala South,Madurai,South 1,TN,Tamil Nadu,9.9252007,78.1197754
2025-06-19,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-20,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-21,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-22,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-23,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-24,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-25,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-26,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-27,0.3,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-28,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-29,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-30,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-07-01,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-07-02,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-07-03,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-07-04,0.0,,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-14,,3.5,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-15,,0.7,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-16,,0.5,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-17,,0.4,661,South 2,TN,Tamil Nadu,Nagapattinam,South 2,TN,Tamil Nadu,10.7672313,79.8448512
2025-06-19,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-20,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-21,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-22,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-23,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-24,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-25,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-26,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-27,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-28,0.3,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-29,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-30,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-07-01,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-07-02,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-07-03,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-07-04,0.0,,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-14,,2.3,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-15,,1.6,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-16,,1.1,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-17,,2.5,662,South 2,TN,Tamil Nadu,Namakkal,South 2,TN,Tamil Nadu,11.2193848,78.1678418
2025-06-19,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-20,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-21,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-22,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-23,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-24,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-25,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-26,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-27,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-28,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-29,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-30,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-07-01,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-07-02,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-07-03,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-07-04,0.0,,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-14,,3.2,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-15,,33.0,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-16,,13.4,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-17,,1.1,663,South 2,TN,Tamil Nadu,Nilgiris,South 2,TN,Tamil Nadu,11.4916043,76.7336521
2025-06-19,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-20,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-21,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-22,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-23,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-24,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-25,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-26,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-27,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-28,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-29,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
2025-06-30,0.0,,664,South 2,TN,Tamil Nadu,PERAMBALUR,South 2,TN,Tamil Nadu,11.2342104,78.8806852
